lganame,wardname,year,month,no2_mean_mol_m2,no2_valid_pixels
Bomadi,Bomadi,2020,8,1.1824522516690195e-05,6
Bomadi,Ekaametagbene/Kalafio,2020,8,1.0714523523347452e-05,20
Bomadi,Esanma,2020,8,1.2677490303758532e-05,8
Bomadi,Kpakiama,2020,8,1.2128208860910187e-05,9
Bomadi,Ogbeinma/Okoloba,2020,8,1.2978832576967156e-05,6
Bomadi,Ogo/Eze,2020,8,1.3444461122465631e-05,6
Bomadi,Ogriagbene,2020,8,1.0164792911382392e-05,10
Burutu,Bolou-Ndoro,2020,8,1.031386325069304e-05,42
Burutu,Egodor,2020,8,1.3340764341811682e-05,29
Burutu,Eseinbiri,2020,8,1.0962159649352543e-05,16
Burutu,Kiagbodo,2020,8,1.4528555038850754e-05,5
Burutu,Ngbilebiri,2020,8,1.2404298710559184e-05,6
Burutu,Obetebe,2020,8,1.124609843827784e-05,50
Burutu,Ogulagha,2020,8,1.17476050614972e-05,44
Burutu,Ojobo,2020,8,1.0399914754088967e-05,5
Burutu,Tamigbe,2020,8,1.0849956941621548e-05,11
Burutu,Torugbene,2020,8,1.0517394912312739e-05,8
Burutu,Tuomo,2020,8,1.1505893780849874e-05,13
Patani,Abari,2020,8,1.3884378131479024e-05,5
Patani,Agoloma,2020,8,1.3908308756072073e-05,5
Patani,Buluangiama,2020,8,1.3740467693423852e-05,12
Patani,Odorubu,2020,8,1.2663786557303475e-05,14
Patani,Patani 2,2020,8,1.2818871861478934e-05,6
Patani,Patani 3,2020,8,1.29867868963629e-05,5
Patani,Patani 4,2020,8,1.2844494449382182e-05,4
Patani,Patani 5,2020,8,1.3396004630651856e-05,7
Patani,Toruangiama,2020,8,1.4623033348470926e-05,5
Patani,Uduophori,2020,8,1.3233378922450356e-05,8
Warri South-West,Ajudaibo,2020,8,1.4514893337036483e-05,4
Warri South-West,Akpakpa,2020,8,1.2921041343361139e-05,5
Warri South-West,Isaba,2020,8,1.3182993279770017e-05,20
Warri South-West,Madangho,2020,8,1.5550504031125456e-05,2
Warri South-West,Ogbe-Ijoh,2020,8,1.3890330771320179e-05,61
Warri South-West,Ogidigben,2020,8,1.228996643476421e-05,8
Warri South-West,Okerenkoko,2020,8,1.436429023269122e-05,59
Warri South-West,Oporozo,2020,8,1.4214735225929568e-05,24
Warri South-West,Orere,2020,8,1.3400901581108985e-05,9
Warri South-West,Ugborodo,2020,8,1.3927958207204938e-05,5
Warri South,Avenue,2020,8,1.7196346016135065e-05,5
Warri South,Bowen,2020,8,1.728753159113694e-05,4
Warri South,Ekurede,2020,8,1.5575034194625913e-05,5
Warri South,Esisi,2020,8,1.9446812075329944e-05,2
Warri South,Igbudu,2020,8,1.8121554603567347e-05,2
Warri South,Obodo,2020,8,1.4487335647572763e-05,32
Warri South,Ode-Itsekiri,2020,8,1.3694564007561315e-05,11
Warri South,Okere,2020,8,1.7895064956974238e-05,3
Warri South,Pessu,2020,8,1.5128251106943935e-05,2
Warri South,Ubeji,2020,8,1.4973614060391601e-05,13
Bomadi,Akugbene 1,2020,9,9.797497114050202e-06,4
Bomadi,Akugbene 2,2020,9,8.584727765992284e-06,1
Bomadi,Akugbene 3,2020,9,1.0134148396900855e-05,2
Bomadi,Bomadi,2020,9,1.1721927876351401e-05,6
Bomadi,Ekaametagbene/Kalafio,2020,9,1.002239587251097e-05,20
Bomadi,Esanma,2020,9,1.0746553925855551e-05,8
Bomadi,Kpakiama,2020,9,1.2438451651380294e-05,9
Bomadi,Ogbeinma/Okoloba,2020,9,1.0546791600063443e-05,6
Bomadi,Ogo/Eze,2020,9,1.092133364484956e-05,6
Bomadi,Ogriagbene,2020,9,9.608113032300025e-06,10
Burutu,Bolou-Ndoro,2020,9,9.61462016372631e-06,42
Burutu,Egodor,2020,9,1.2021452581895323e-05,29
Burutu,Eseinbiri,2020,9,1.0494319212739356e-05,16
Burutu,Kiagbodo,2020,9,1.4348383410833776e-05,5
Burutu,Ngbilebiri,2020,9,1.1650405213003978e-05,6
Burutu,Obetebe,2020,9,9.983833879232406e-06,50
Burutu,Ogulagha,2020,9,1.0192279164171355e-05,44
Burutu,Ojobo,2020,9,9.464981849305331e-06,5
Burutu,Tamigbe,2020,9,1.0105056307193907e-05,11
Burutu,Torugbene,2020,9,9.768577001523226e-06,8
Burutu,Tuomo,2020,9,1.1384603567421436e-05,13
Patani,Abari,2020,9,1.531079033156857e-05,5
Patani,Agoloma,2020,9,1.4696214930154383e-05,5
Patani,Buluangiama,2020,9,1.4001473270279044e-05,12
Patani,Odorubu,2020,9,1.3332684050380652e-05,14
Patani,Patani 2,2020,9,1.560193898815972e-05,6
Patani,Patani 3,2020,9,1.5665752289351077e-05,5
Patani,Patani 4,2020,9,1.576980503159575e-05,4
Patani,Patani 5,2020,9,1.5086594170757703e-05,7
Patani,Toruangiama,2020,9,1.2146678636781872e-05,5
Patani,Uduophori,2020,9,1.25346059576259e-05,8
Warri South-West,Ajudaibo,2020,9,8.991340109787416e-06,4
Warri South-West,Akpakpa,2020,9,8.037358929868787e-06,5
Warri South-West,Isaba,2020,9,1.259789423784241e-05,20
Warri South-West,Madangho,2020,9,1.002277531370055e-05,2
Warri South-West,Ogbe-Ijoh,2020,9,1.2175105588480097e-05,61
Warri South-West,Ogidigben,2020,9,8.240066563303117e-06,8
Warri South-West,Okerenkoko,2020,9,1.330122004373599e-05,59
Warri South-West,Oporozo,2020,9,1.182782337612783e-05,24
Warri South-West,Orere,2020,9,1.2877611475737973e-05,9
Warri South-West,Ugborodo,2020,9,1.2002982111880556e-05,5
Warri South,Avenue,2020,9,1.3619264063891023e-05,5
Warri South,Bowen,2020,9,1.3236785889603198e-05,4
Warri South,Ekurede,2020,9,1.3568555004894733e-05,5
Warri South,Esisi,2020,9,1.2935017366544344e-05,2
Warri South,Igbudu,2020,9,1.2958435945620295e-05,2
Warri South,Obodo,2020,9,1.4019542504684068e-05,32
Warri South,Ode-Itsekiri,2020,9,1.4135319030505013e-05,11
Warri South,Okere,2020,9,1.3351908516294012e-05,3
Warri South,Pessu,2020,9,1.3538554412662052e-05,2
Warri South,Ubeji,2020,9,1.3945037678170662e-05,13
Bomadi,Akugbene 1,2020,10,1.7174115782836452e-05,4
Bomadi,Akugbene 2,2020,10,2.0258788936189376e-05,1
Bomadi,Akugbene 3,2020,10,1.8168575479649007e-05,2
Bomadi,Bomadi,2020,10,2.924380775463457e-05,6
Bomadi,Ekaametagbene/Kalafio,2020,10,1.3347881031222642e-05,20
Bomadi,Esanma,2020,10,1.7886188288684934e-05,8
Bomadi,Kpakiama,2020,10,2.488827643295129e-05,9
Bomadi,Ogbeinma/Okoloba,2020,10,1.2599955274102589e-05,6
Bomadi,Ogo/Eze,2020,10,1.1744420286656046e-05,6
Bomadi,Ogriagbene,2020,10,1.159699822892435e-05,10
Burutu,Bolou-Ndoro,2020,10,1.1738417448387259e-05,42
Burutu,Egodor,2020,10,1.529689601237147e-05,29
Burutu,Eseinbiri,2020,10,1.688938391453121e-05,16
Burutu,Kiagbodo,2020,10,2.7962223975919186e-05,5
Burutu,Ngbilebiri,2020,10,1.1153146867097044e-05,6
Burutu,Obetebe,2020,10,1.3052616268396377e-05,50
Burutu,Ogulagha,2020,10,1.4202923259951852e-05,44
Burutu,Ojobo,2020,10,1.2016277469228954e-05,5
Burutu,Tamigbe,2020,10,1.3220198029144244e-05,11
Burutu,Torugbene,2020,10,1.1840724255307578e-05,8
Burutu,Tuomo,2020,10,2.0361270379418365e-05,13
Patani,Abari,2020,10,2.1053850650787355e-05,5
Patani,Agoloma,2020,10,2.116870164172724e-05,5
Patani,Buluangiama,2020,10,1.9486954746146996e-05,12
Patani,Odorubu,2020,10,1.974706122252558e-05,14
Patani,Patani 2,2020,10,2.1225809177849442e-05,6
Patani,Patani 3,2020,10,2.1223205840215088e-05,5
Patani,Patani 4,2020,10,1.8941573216579854e-05,4
Patani,Patani 5,2020,10,1.8981299945153296e-05,7
Patani,Toruangiama,2020,10,2.1268313867039977e-05,5
Patani,Uduophori,2020,10,2.1914562239544466e-05,8
Warri South-West,Ajudaibo,2020,10,1.637892273720354e-05,4
Warri South-West,Akpakpa,2020,10,1.6080027853604407e-05,5
Warri South-West,Isaba,2020,10,1.7062711413018407e-05,20
Warri South-West,Madangho,2020,10,1.5554094716208056e-05,2
Warri South-West,Ogbe-Ijoh,2020,10,1.9400174439441963e-05,61
Warri South-West,Ogidigben,2020,10,1.490020349592669e-05,8
Warri South-West,Okerenkoko,2020,10,2.0487697684537556e-05,59
Warri South-West,Oporozo,2020,10,1.7058063046230625e-05,24
Warri South-West,Orere,2020,10,1.6959516667864387e-05,9
Warri South-West,Ugborodo,2020,10,1.4770610141567886e-05,5
Warri South,Avenue,2020,10,3.444718604441732e-05,5
Warri South,Bowen,2020,10,2.663303166627884e-05,4
Warri South,Ekurede,2020,10,2.4548135115765035e-05,5
Warri South,Esisi,2020,10,3.39310645358637e-05,2
Warri South,Igbudu,2020,10,3.066546196350828e-05,2
Warri South,Obodo,2020,10,2.0713507183245383e-05,32
Warri South,Ode-Itsekiri,2020,10,2.0477644284255803e-05,11
Warri South,Okere,2020,10,2.893509614902238e-05,3
Warri South,Pessu,2020,10,1.9334995158715174e-05,2
Warri South,Ubeji,2020,10,2.6300699503805776e-05,13
Bomadi,Akugbene 1,2020,11,2.1215411834418774e-05,4
Bomadi,Akugbene 2,2020,11,2.2091280698077753e-05,1
Bomadi,Akugbene 3,2020,11,2.135250178980641e-05,2
Bomadi,Bomadi,2020,11,1.623852828439946e-05,6
Bomadi,Ekaametagbene/Kalafio,2020,11,1.5429884660989047e-05,20
Bomadi,Esanma,2020,11,2.024143577727955e-05,8
Bomadi,Kpakiama,2020,11,1.9309845002782014e-05,9
Bomadi,Ogbeinma/Okoloba,2020,11,2.0847418151485424e-05,6
Bomadi,Ogo/Eze,2020,11,1.9508559489622712e-05,6
Bomadi,Ogriagbene,2020,11,1.5515864652115853e-05,10
Burutu,Bolou-Ndoro,2020,11,1.701179038112362e-05,42
Burutu,Egodor,2020,11,2.2690375897519547e-05,29
Burutu,Eseinbiri,2020,11,1.6573758330196142e-05,16
Burutu,Kiagbodo,2020,11,2.312389697181061e-05,5
Burutu,Ngbilebiri,2020,11,2.0081993473771338e-05,6
Burutu,Obetebe,2020,11,2.3019048385322093e-05,50
Burutu,Ogulagha,2020,11,1.8082028625278987e-05,44
Burutu,Ojobo,2020,11,1.5952742251101883e-05,5
Burutu,Tamigbe,2020,11,1.732873682737012e-05,11
Burutu,Torugbene,2020,11,1.7051439499482512e-05,8
Burutu,Tuomo,2020,11,1.841339914020724e-05,13
Patani,Abari,2020,11,2.3739713651593774e-05,5
Patani,Agoloma,2020,11,2.5185319827869534e-05,5
Patani,Buluangiama,2020,11,2.223936462542042e-05,12
Patani,Odorubu,2020,11,2.1328623656050434e-05,14
Patani,Patani 2,2020,11,2.3218684267097462e-05,6
Patani,Patani 3,2020,11,2.3366826644632967e-05,5
Patani,Patani 4,2020,11,2.291673627041746e-05,4
Patani,Patani 5,2020,11,2.276035541269396e-05,7
Patani,Toruangiama,2020,11,2.132926892954856e-05,5
Patani,Uduophori,2020,11,2.170506377296988e-05,8
Warri South-West,Ajudaibo,2020,11,1.919571150210686e-05,4
Warri South-West,Akpakpa,2020,11,1.4643656322732568e-05,5
Warri South-West,Isaba,2020,11,2.646443317644298e-05,20
Warri South-West,Madangho,2020,11,1.6263753423118033e-05,2
Warri South-West,Ogbe-Ijoh,2020,11,2.51197698907774e-05,61
Warri South-West,Ogidigben,2020,11,1.3276900062919594e-05,8
Warri South-West,Okerenkoko,2020,11,1.81222685723234e-05,59
Warri South-West,Oporozo,2020,11,1.2995829213953888e-05,24
Warri South-West,Orere,2020,11,1.5397326529232992e-05,9
Warri South-West,Ugborodo,2020,11,1.773402327671647e-05,5
Warri South,Avenue,2020,11,4.048369592055678e-05,5
Warri South,Bowen,2020,11,3.9126985939219594e-05,4
Warri South,Ekurede,2020,11,3.516831784509122e-05,5
Warri South,Esisi,2020,11,4.236030508764088e-05,2
Warri South,Igbudu,2020,11,4.1029416024684906e-05,2
Warri South,Obodo,2020,11,2.1585228751064278e-05,32
Warri South,Ode-Itsekiri,2020,11,2.939344531941143e-05,11
Warri South,Okere,2020,11,3.9405179753278695e-05,3
Warri South,Pessu,2020,11,3.5893666790798306e-05,2
Warri South,Ubeji,2020,11,2.963053143153397e-05,13
Bomadi,Akugbene 1,2020,12,3.096056025242433e-05,4
Bomadi,Akugbene 2,2020,12,3.092387487413362e-05,1
Bomadi,Akugbene 3,2020,12,3.127554737147875e-05,2
Bomadi,Bomadi,2020,12,3.798343823291361e-05,6
Bomadi,Ekaametagbene/Kalafio,2020,12,3.409160999581218e-05,20
Bomadi,Esanma,2020,12,3.204661334166303e-05,8
Bomadi,Kpakiama,2020,12,3.582680559096237e-05,9
Bomadi,Ogbeinma/Okoloba,2020,12,3.0005093625125785e-05,6
Bomadi,Ogo/Eze,2020,12,2.7598893211688846e-05,6
Bomadi,Ogriagbene,2020,12,3.240953665226698e-05,10
Burutu,Bolou-Ndoro,2020,12,3.007609796311174e-05,42
Burutu,Egodor,2020,12,3.607540214755412e-05,29
Burutu,Eseinbiri,2020,12,3.431311051826924e-05,16
Burutu,Kiagbodo,2020,12,3.4552218858152627e-05,5
Burutu,Ngbilebiri,2020,12,3.3158862303632e-05,6
Burutu,Obetebe,2020,12,3.337339963763952e-05,50
Burutu,Ogulagha,2020,12,2.4966789748180997e-05,44
Burutu,Ojobo,2020,12,2.7412216877564787e-05,5
Burutu,Tamigbe,2020,12,3.243684874508869e-05,11
Burutu,Torugbene,2020,12,3.000373726536054e-05,8
Burutu,Tuomo,2020,12,3.508213334358655e-05,13
Patani,Abari,2020,12,3.4146886900998655e-05,5
Patani,Agoloma,2020,12,3.192487929482013e-05,5
Patani,Buluangiama,2020,12,3.35192380589433e-05,12
Patani,Odorubu,2020,12,3.321670270192304e-05,14
Patani,Patani 2,2020,12,3.389472112758085e-05,6
Patani,Patani 3,2020,12,3.4393451642245054e-05,5
Patani,Patani 4,2020,12,3.531549737090245e-05,4
Patani,Patani 5,2020,12,3.294819699866431e-05,7
Patani,Toruangiama,2020,12,3.6046517197974023e-05,5
Patani,Uduophori,2020,12,3.3963868190767244e-05,8
Warri South-West,Ajudaibo,2020,12,2.5680477847345173e-05,4
Warri South-West,Akpakpa,2020,12,2.380826626904309e-05,5
Warri South-West,Isaba,2020,12,3.9353047031909225e-05,20
Warri South-West,Madangho,2020,12,2.7004567527910694e-05,2
Warri South-West,Ogbe-Ijoh,2020,12,3.5183313379033666e-05,61
Warri South-West,Ogidigben,2020,12,2.3632153897779062e-05,8
Warri South-West,Okerenkoko,2020,12,2.673762787322877e-05,59
Warri South-West,Oporozo,2020,12,2.3777618480380625e-05,24
Warri South-West,Orere,2020,12,2.3642050412793953e-05,9
Warri South-West,Ugborodo,2020,12,2.6243127649649978e-05,5
Warri South,Avenue,2020,12,5.5984110804274676e-05,5
Warri South,Bowen,2020,12,5.521090861293487e-05,4
Warri South,Ekurede,2020,12,5.106200696900487e-05,5
Warri South,Esisi,2020,12,5.800020880997181e-05,2
Warri South,Igbudu,2020,12,5.588564818026498e-05,2
Warri South,Obodo,2020,12,3.621216455940157e-05,32
Warri South,Ode-Itsekiri,2020,12,4.705668173053048e-05,11
Warri South,Okere,2020,12,5.618874759723743e-05,3
Warri South,Pessu,2020,12,5.242160113994032e-05,2
Warri South,Ubeji,2020,12,4.598044324666262e-05,13
Bomadi,Akugbene 1,2021,1,3.154107616865076e-05,4
Bomadi,Akugbene 2,2021,1,2.95818845188478e-05,1
Bomadi,Akugbene 3,2021,1,3.132765777991153e-05,2
Bomadi,Bomadi,2021,1,3.1516009282010295e-05,6
Bomadi,Ekaametagbene/Kalafio,2021,1,2.8189813019707798e-05,20
Bomadi,Esanma,2021,1,3.137725798296742e-05,8
Bomadi,Kpakiama,2021,1,3.298422153521743e-05,9
Bomadi,Ogbeinma/Okoloba,2021,1,3.2737026534353696e-05,6
Bomadi,Ogo/Eze,2021,1,3.197617237068092e-05,6
Bomadi,Ogriagbene,2021,1,2.9377100872807205e-05,10
Burutu,Bolou-Ndoro,2021,1,2.738961484283209e-05,42
Burutu,Egodor,2021,1,3.273339725324306e-05,29
Burutu,Eseinbiri,2021,1,3.1181476515484974e-05,16
Burutu,Kiagbodo,2021,1,3.4333582152612505e-05,5
Burutu,Ngbilebiri,2021,1,3.202110625958691e-05,6
Burutu,Obetebe,2021,1,2.9143185820430517e-05,50
Burutu,Ogulagha,2021,1,2.714691270904785e-05,44
Burutu,Ojobo,2021,1,2.6942440308630465e-05,5
Burutu,Tamigbe,2021,1,2.7851553485644136e-05,11
Burutu,Torugbene,2021,1,2.5016544896061532e-05,8
Burutu,Tuomo,2021,1,3.0158078656173668e-05,13
Patani,Abari,2021,1,3.3680073102004826e-05,5
Patani,Agoloma,2021,1,3.173086151946336e-05,5
Patani,Buluangiama,2021,1,3.1976368821536504e-05,12
Patani,Odorubu,2021,1,3.139812490969364e-05,14
Patani,Patani 2,2021,1,3.23609031814461e-05,6
Patani,Patani 3,2021,1,3.265049890615046e-05,5
Patani,Patani 4,2021,1,3.1304549338528886e-05,4
Patani,Patani 5,2021,1,3.144717941592846e-05,7
Patani,Toruangiama,2021,1,3.20339051540941e-05,5
Patani,Uduophori,2021,1,3.1244810088537633e-05,8
Warri South-West,Ajudaibo,2021,1,2.8947169994353317e-05,4
Warri South-West,Akpakpa,2021,1,2.7812179177999495e-05,5
Warri South-West,Isaba,2021,1,3.5186304012313484e-05,20
Warri South-West,Madangho,2021,1,2.9036213163635693e-05,2
Warri South-West,Ogbe-Ijoh,2021,1,3.142186562668105e-05,61
Warri South-West,Ogidigben,2021,1,2.9642691515618935e-05,8
Warri South-West,Okerenkoko,2021,1,2.696733700774484e-05,59
Warri South-West,Oporozo,2021,1,2.6524959442516167e-05,24
Warri South-West,Orere,2021,1,2.6590114834511445e-05,9
Warri South-West,Ugborodo,2021,1,2.8706208104267718e-05,5
Warri South,Avenue,2021,1,4.779334121849388e-05,5
Warri South,Bowen,2021,1,5.133931335876696e-05,4
Warri South,Ekurede,2021,1,4.513634485192597e-05,5
Warri South,Esisi,2021,1,5.210447852732614e-05,2
Warri South,Igbudu,2021,1,5.401327507570386e-05,2
Warri South,Obodo,2021,1,3.1300434784498066e-05,32
Warri South,Ode-Itsekiri,2021,1,3.915562410838902e-05,11
Warri South,Okere,2021,1,5.087183672003448e-05,3
Warri South,Pessu,2021,1,5.0574140914250165e-05,2
Warri South,Ubeji,2021,1,3.6999263102188706e-05,13
Bomadi,Akugbene 1,2021,2,2.5799994546105154e-05,4
Bomadi,Akugbene 2,2021,2,2.620873237901833e-05,1
Bomadi,Akugbene 3,2021,2,2.693841088330373e-05,2
Bomadi,Bomadi,2021,2,2.5592157423185807e-05,6
Bomadi,Ekaametagbene/Kalafio,2021,2,2.3931730538606644e-05,20
Bomadi,Esanma,2021,2,2.579746796982363e-05,8
Bomadi,Kpakiama,2021,2,2.6002059005097384e-05,9
Bomadi,Ogbeinma/Okoloba,2021,2,2.651450631674379e-05,6
Bomadi,Ogo/Eze,2021,2,2.6367871517625947e-05,6
Bomadi,Ogriagbene,2021,2,2.1890949574299158e-05,10
Burutu,Bolou-Ndoro,2021,2,2.3165835522203927e-05,42
Burutu,Egodor,2021,2,2.6912853956736368e-05,29
Burutu,Eseinbiri,2021,2,2.405494342383463e-05,16
Burutu,Kiagbodo,2021,2,3.097352164331824e-05,5
Burutu,Ngbilebiri,2021,2,2.7354011156906683e-05,6
Burutu,Obetebe,2021,2,2.6053998153656723e-05,50
Burutu,Ogulagha,2021,2,2.55467444234951e-05,44
Burutu,Ojobo,2021,2,2.209949598181993e-05,5
Burutu,Tamigbe,2021,2,2.305939084511589e-05,11
Burutu,Torugbene,2021,2,2.1735006157541648e-05,8
Burutu,Tuomo,2021,2,2.3890373995527625e-05,13
Patani,Abari,2021,2,2.4604389909654856e-05,5
Patani,Agoloma,2021,2,2.4042093718890102e-05,5
Patani,Buluangiama,2021,2,2.2757015055200707e-05,12
Patani,Odorubu,2021,2,2.3399566998705268e-05,14
Patani,Patani 2,2021,2,2.425201334214459e-05,6
Patani,Patani 3,2021,2,2.4646436213515698e-05,5
Patani,Patani 4,2021,2,2.4472446966683492e-05,4
Patani,Patani 5,2021,2,2.4082985224335323e-05,7
Patani,Toruangiama,2021,2,2.3385274107567967e-05,5
Patani,Uduophori,2021,2,2.257964115415234e-05,8
Warri South-West,Ajudaibo,2021,2,3.485370325506665e-05,4
Warri South-West,Akpakpa,2021,2,3.047499048989266e-05,5
Warri South-West,Isaba,2021,2,2.777974877972156e-05,20
Warri South-West,Madangho,2021,2,3.323448254377581e-05,2
Warri South-West,Ogbe-Ijoh,2021,2,2.490765354061713e-05,61
Warri South-West,Ogidigben,2021,2,2.622816464281641e-05,8
Warri South-West,Okerenkoko,2021,2,2.703837797803394e-05,59
Warri South-West,Oporozo,2021,2,2.8504504977415006e-05,24
Warri South-West,Orere,2021,2,2.705723454710096e-05,9
Warri South-West,Ugborodo,2021,2,3.238640201743692e-05,5
Warri South,Avenue,2021,2,3.641988150775433e-05,5
Warri South,Bowen,2021,2,4.1388262616237625e-05,4
Warri South,Ekurede,2021,2,3.4706125734373924e-05,5
Warri South,Esisi,2021,2,4.251328209647909e-05,2
Warri South,Igbudu,2021,2,4.3633255700115114e-05,2
Warri South,Obodo,2021,2,2.6351717679062858e-05,32
Warri South,Ode-Itsekiri,2021,2,3.053850377909839e-05,11
Warri South,Okere,2021,2,4.1353419267882906e-05,3
Warri South,Pessu,2021,2,4.026324677397497e-05,2
Warri South,Ubeji,2021,2,2.814860692104468e-05,13
Bomadi,Akugbene 1,2021,3,2.1564044800470583e-05,4
Bomadi,Akugbene 2,2021,3,1.927101402543485e-05,1
Bomadi,Akugbene 3,2021,3,1.4618226487073116e-05,2
Bomadi,Bomadi,2021,3,1.5444920184866835e-05,6
Bomadi,Ekaametagbene/Kalafio,2021,3,2.0626356126740573e-05,20
Bomadi,Esanma,2021,3,2.100377605529502e-05,8
Bomadi,Kpakiama,2021,3,1.4389717964352005e-05,9
Bomadi,Ogbeinma/Okoloba,2021,3,1.594431766231234e-05,6
Bomadi,Ogo/Eze,2021,3,1.825230598721343e-05,6
Bomadi,Ogriagbene,2021,3,2.169741492252797e-05,10
Burutu,Bolou-Ndoro,2021,3,1.4518857434658067e-05,42
Burutu,Egodor,2021,3,1.507804725030116e-05,29
Burutu,Eseinbiri,2021,3,1.8856582755688578e-05,16
Burutu,Kiagbodo,2021,3,1.3396709982771427e-05,5
Burutu,Ngbilebiri,2021,3,2.1428248146548867e-05,6
Burutu,Obetebe,2021,3,1.5684569953009485e-05,50
Burutu,Ogulagha,2021,3,1.5372333688322794e-05,44
Burutu,Ojobo,2021,3,2.0670246158260852e-05,5
Burutu,Tamigbe,2021,3,2.0213000508109953e-05,11
Burutu,Torugbene,2021,3,2.1859621483599767e-05,8
Burutu,Tuomo,2021,3,1.785949391957659e-05,13
Patani,Abari,2021,3,2.2663004347123206e-05,5
Patani,Agoloma,2021,3,2.2070022532716392e-05,5
Patani,Buluangiama,2021,3,2.0601425300507497e-05,12
Patani,Odorubu,2021,3,1.3301758112252823e-05,14
Patani,Patani 2,2021,3,2.2114329719139885e-05,6
Patani,Patani 3,2021,3,2.198320289608091e-05,5
Patani,Patani 4,2021,3,2.0930619939463213e-05,4
Patani,Patani 5,2021,3,2.1673435445076654e-05,7
Patani,Toruangiama,2021,3,2.1235393069218846e-05,5
Patani,Uduophori,2021,3,1.562070792715531e-05,8
Warri South-West,Ajudaibo,2021,3,2.3246251657838002e-05,4
Warri South-West,Akpakpa,2021,3,2.0278118608985096e-05,5
Warri South-West,Isaba,2021,3,1.3123438111506403e-05,20
Warri South-West,Madangho,2021,3,2.4524015316274017e-05,2
Warri South-West,Ogbe-Ijoh,2021,3,1.5843558491619885e-05,61
Warri South-West,Ogidigben,2021,3,1.6618927475064993e-05,8
Warri South-West,Okerenkoko,2021,3,1.917510309209258e-05,59
Warri South-West,Oporozo,2021,3,2.010146272368729e-05,24
Warri South-West,Orere,2021,3,2.145316910981718e-05,9
Warri South-West,Ugborodo,2021,3,2.2860827448312195e-05,5
Warri South,Avenue,2021,3,2.136540715582669e-05,5
Warri South,Bowen,2021,3,2.218999361502938e-05,4
Warri South,Ekurede,2021,3,1.9422528566792607e-05,5
Warri South,Esisi,2021,3,2.2257716409512796e-05,2
Warri South,Igbudu,2021,3,2.317515463801101e-05,2
Warri South,Obodo,2021,3,1.867589890025556e-05,32
Warri South,Ode-Itsekiri,2021,3,1.62787777795033e-05,11
Warri South,Okere,2021,3,2.1766395851348836e-05,3
Warri South,Pessu,2021,3,2.212226900155656e-05,2
Warri South,Ubeji,2021,3,1.8951733811543538e-05,13
Bomadi,Akugbene 1,2021,4,1.5645309758838266e-05,4
Bomadi,Akugbene 2,2021,4,1.3869870599592105e-05,1
Bomadi,Akugbene 3,2021,4,1.4467774235527031e-05,2
Bomadi,Bomadi,2021,4,1.6108356552043308e-05,6
Bomadi,Ekaametagbene/Kalafio,2021,4,1.4294737775344402e-05,20
Bomadi,Esanma,2021,4,1.5796591469552368e-05,8
Bomadi,Kpakiama,2021,4,1.6837049366181924e-05,9
Bomadi,Ogbeinma/Okoloba,2021,4,1.5430608376239736e-05,6
Bomadi,Ogo/Eze,2021,4,1.4117552685396125e-05,6
Bomadi,Ogriagbene,2021,4,1.4625460607931018e-05,10
Burutu,Bolou-Ndoro,2021,4,1.5003437597659372e-05,42
Burutu,Egodor,2021,4,1.743075975762873e-05,29
Burutu,Eseinbiri,2021,4,1.4789966371608898e-05,16
Burutu,Kiagbodo,2021,4,1.58511902554892e-05,5
Burutu,Ngbilebiri,2021,4,1.6133881824013468e-05,6
Burutu,Obetebe,2021,4,1.73809751868248e-05,50
Burutu,Ogulagha,2021,4,1.7680418254299596e-05,44
Burutu,Ojobo,2021,4,1.401855843141675e-05,5
Burutu,Tamigbe,2021,4,1.4240000217052346e-05,11
Burutu,Torugbene,2021,4,1.4029240446689073e-05,8
Burutu,Tuomo,2021,4,1.4981453065187312e-05,13
Patani,Abari,2021,4,2.3045211855787783e-05,5
Patani,Agoloma,2021,4,2.0496977958828212e-05,5
Patani,Buluangiama,2021,4,1.903415613924153e-05,12
Patani,Odorubu,2021,4,1.8473882976520273e-05,14
Patani,Patani 2,2021,4,2.384595184897383e-05,6
Patani,Patani 3,2021,4,2.4343887344002723e-05,5
Patani,Patani 4,2021,4,2.2925085431779735e-05,4
Patani,Patani 5,2021,4,2.1655640531597392e-05,7
Patani,Toruangiama,2021,4,1.7948308959603308e-05,5
Patani,Uduophori,2021,4,1.7724581994116306e-05,8
Warri South-West,Ajudaibo,2021,4,1.943200004461687e-05,4
Warri South-West,Akpakpa,2021,4,1.8814853683579712e-05,5
Warri South-West,Isaba,2021,4,1.9936713215429336e-05,20
Warri South-West,Madangho,2021,4,1.9805078409262933e-05,2
Warri South-West,Ogbe-Ijoh,2021,4,2.0358432847701137e-05,61
Warri South-West,Ogidigben,2021,4,1.7281794498558156e-05,8
Warri South-West,Okerenkoko,2021,4,1.8876038049742326e-05,59
Warri South-West,Oporozo,2021,4,1.812791864116055e-05,24
Warri South-West,Orere,2021,4,1.669976498103804e-05,9
Warri South-West,Ugborodo,2021,4,1.7360286437906326e-05,5
Warri South,Avenue,2021,4,2.7641386259347202e-05,5
Warri South,Bowen,2021,4,2.7272646548226476e-05,4
Warri South,Ekurede,2021,4,2.3805280216038226e-05,5
Warri South,Esisi,2021,4,2.985936589539051e-05,2
Warri South,Igbudu,2021,4,2.9898816137574613e-05,2
